health_index,rul_hours,degradation_rate,anomaly_severity,egt_deviation,cht_deviation,oil_pressure_deviation,vibration_deviation,mission_duration,mission_altitude,engine_load,label
44.91,959.3,0.0061,0.223,17.7,10.1,-12.0,1.643,105.2,10634.0,96.9,2
41.93,749.2,0.0274,0.015,32.1,12.6,-7.6,1.111,68.1,4004.0,91.6,2
78.4,1405.1,0.0271,0.216,13.5,4.1,-4.1,0.235,196.8,75.0,51.1,0
74.13,1386.2,0.0179,0.029,21.3,8.4,-1.5,0.758,97.1,13298.0,45.9,1
78.23,1886.2,0.0194,0.108,5.9,13.5,-2.3,0.377,191.4,6629.0,54.7,0
33.57,551.1,0.0145,0.157,41.8,19.1,-10.5,2.841,290.3,12236.0,83.4,2
100.0,1686.7,0.006,0.0,5.3,1.1,-4.1,0.0,208.0,11714.0,85.7,1
74.89,1350.6,0.0052,0.135,15.2,7.2,-3.4,0.013,155.7,712.0,45.0,1
84.17,1495.9,0.02,0.139,15.0,4.4,-4.6,0.15,204.5,2800.0,96.3,1
95.69,1900.1,0.0047,0.0,7.4,-1.5,-2.6,0.07,103.1,4093.0,49.7,0
65.76,1049.4,0.0006,0.135,19.8,17.7,-5.8,0.711,216.0,14159.0,65.6,2
100.0,1630.9,0.0056,0.0,1.0,-4.7,1.5,0.634,131.7,4550.0,50.4,0
42.24,969.9,0.005,0.027,32.9,15.8,-11.3,1.814,79.6,12.0,75.9,2
100.0,2047.6,0.0572,0.0,4.7,-2.4,3.7,0.0,295.2,14466.0,48.6,1
97.74,1556.1,0.0006,0.0,5.1,3.8,-0.5,0.079,296.4,10080.0,82.6,1
55.61,1048.0,0.0008,0.239,28.3,14.2,-6.5,0.776,283.0,3860.0,69.5,2
90.01,1657.2,0.0209,0.0,8.2,3.7,-0.7,0.228,37.3,8301.0,82.0,1
100.0,1666.1,0.0002,0.0,-3.1,-1.6,-2.2,0.633,279.1,13750.0,79.0,1
74.32,1944.2,0.0004,0.049,12.1,8.8,-3.0,0.585,219.3,11860.0,75.4,2
52.73,1032.8,0.0478,0.064,22.1,22.2,-9.0,0.453,217.8,2085.0,88.5,2
96.64,1874.9,0.0089,0.0,3.5,-1.6,-1.8,0.0,74.3,1988.0,97.2,1
100.0,1807.9,0.002,0.0,-8.8,2.6,0.4,0.314,61.0,8343.0,60.7,0
58.64,1168.5,0.001,0.043,17.8,10.2,-8.2,0.353,40.1,12060.0,46.1,1
44.58,779.3,0.0591,0.048,29.4,19.7,-10.8,1.099,91.6,2832.0,85.8,2
92.87,1603.1,0.0013,0.0,5.5,5.2,-2.4,0.199,160.5,8000.0,59.4,0
100.0,1893.3,0.0218,0.0,6.0,6.7,2.0,0.713,199.7,6316.0,45.4,0
87.65,1459.3,0.0096,0.059,9.9,-0.7,-3.1,1.064,234.2,7455.0,68.8,0
96.37,1954.2,0.0118,0.0,6.5,-2.4,1.6,0.0,49.3,14001.0,96.2,1
90.11,1453.2,0.0289,0.0,9.8,3.5,0.5,0.225,114.0,187.0,66.0,0
90.26,1495.2,0.0142,0.0,1.0,1.9,-1.5,0.0,90.2,14162.0,56.5,0
91.85,1103.5,0.0079,0.0,2.9,-0.0,0.7,0.041,170.6,5102.0,89.3,1
46.04,1020.9,0.0158,0.023,27.7,21.4,-8.2,1.07,136.0,493.0,47.0,2
39.23,920.9,0.0142,0.343,32.3,19.1,-11.9,1.796,115.9,5193.0,75.1,2
78.17,1318.8,0.0004,0.29,22.3,9.4,-2.0,2.09,39.8,12827.0,49.8,0
49.73,806.4,0.0723,0.013,26.8,15.5,-6.9,1.688,279.0,8352.0,52.2,2
100.0,1478.7,0.0084,0.0,0.8,2.3,1.8,0.142,37.7,11107.0,95.6,1
72.16,1302.7,0.0133,0.059,13.3,8.5,-5.6,0.573,274.9,13170.0,88.8,2
69.55,1404.8,0.0087,0.239,9.4,8.4,-5.0,0.85,110.9,3481.0,77.2,2
92.61,1832.1,0.0513,0.0,2.3,-5.9,-2.6,0.0,172.7,1295.0,92.7,2
12.22,263.1,0.0031,0.012,41.9,26.4,-16.4,2.346,118.8,4835.0,40.4,2
35.68,525.5,0.0,0.006,38.5,18.5,-13.5,1.469,234.3,4922.0,89.3,2
59.93,1064.1,0.002,0.193,19.5,7.4,-8.2,0.465,35.5,11878.0,67.1,2
97.51,1875.5,0.0175,0.0,0.1,-4.8,-1.4,0.262,291.0,6588.0,66.8,0
34.53,372.0,0.025,0.023,34.2,24.7,-10.8,1.617,182.4,6632.0,82.3,2
69.26,1025.5,0.0428,0.109,21.6,9.6,-3.1,0.773,261.1,9150.0,47.7,1
100.0,1875.1,0.0235,0.0,2.6,5.6,1.6,0.0,204.1,10773.0,74.0,1
41.62,854.4,0.0268,0.011,41.7,23.5,-10.4,1.491,292.2,13784.0,85.3,2
67.36,1408.2,0.0023,0.006,10.0,11.9,-2.0,1.177,146.7,1629.0,49.2,1
51.71,885.1,0.0368,0.257,19.5,10.5,-11.5,1.453,91.6,8883.0,49.3,1
100.0,1987.3,0.0108,0.0,-1.5,3.3,1.1,0.0,299.4,1717.0,91.1,1
100.0,1803.7,0.0287,0.0,4.4,2.9,2.6,0.437,280.0,9340.0,70.9,0
82.69,1440.9,0.01,0.067,8.1,5.9,-0.2,0.412,160.4,12558.0,58.4,0
97.84,1712.4,0.0453,0.0,4.4,-2.9,-0.1,0.878,231.2,1106.0,85.9,1
48.9,982.4,0.009,0.021,33.5,16.4,-9.8,1.501,240.4,4389.0,88.2,2
58.18,1055.3,0.0025,0.059,18.4,17.3,-6.8,0.384,65.1,7518.0,53.2,1
74.4,1600.6,0.001,0.055,7.4,10.5,-5.3,1.072,196.1,13354.0,76.2,2
75.38,1437.7,0.0317,0.013,21.6,10.5,-6.0,0.9,255.6,10027.0,73.6,1
28.88,705.2,0.0144,0.107,41.2,23.1,-14.5,2.137,189.0,927.0,89.3,2
100.0,2135.3,0.0117,0.0,-6.0,1.5,1.7,0.363,234.1,5251.0,63.4,0
78.65,1294.0,0.0039,0.028,12.7,8.1,-6.5,0.856,52.4,2378.0,65.0,0
89.27,2013.3,0.0492,0.002,3.2,3.1,0.8,1.169,87.0,1929.0,62.8,0
67.17,1094.9,0.0152,0.065,22.9,17.1,-8.7,1.55,105.1,800.0,84.3,2
100.0,1957.3,0.0392,0.0,3.2,-2.3,-1.2,0.0,133.0,584.0,76.0,1
100.0,2038.3,0.0018,0.0,1.7,-0.8,0.7,0.0,146.1,13250.0,54.6,0
100.0,1809.3,0.0382,0.0,6.1,1.9,1.5,0.595,228.2,13014.0,85.5,1
41.28,690.3,0.0336,0.135,25.6,12.9,-7.2,1.423,158.3,9574.0,70.9,2
100.0,1721.4,0.0617,0.0,0.3,4.3,0.5,0.427,282.8,13604.0,74.4,2
73.01,1697.3,0.0102,0.089,14.9,9.3,-5.7,0.832,87.0,2834.0,91.4,2
46.98,498.8,0.0158,0.014,31.8,17.6,-13.4,0.645,168.1,6761.0,85.1,2
59.39,1085.0,0.0258,0.079,23.0,10.8,-9.4,1.149,53.9,3730.0,43.5,1
100.0,1943.7,0.035,0.0,-9.7,-4.0,2.6,0.0,250.8,11886.0,69.5,0
43.2,767.5,0.0097,0.05,27.3,18.6,-10.7,1.331,91.1,7872.0,95.7,2
94.11,1827.7,0.0073,0.0,3.6,-0.6,-2.8,0.532,181.8,9796.0,78.9,1
81.39,1604.2,0.0087,0.065,9.7,9.7,-2.9,0.782,35.4,2362.0,80.0,1
100.0,2369.1,0.0141,0.0,0.4,-1.3,-1.0,0.772,135.4,6417.0,56.8,0
57.27,689.2,0.0093,0.035,21.7,7.8,-5.9,0.705,177.1,4061.0,59.7,1
74.66,1495.5,0.0308,0.058,12.9,3.8,-3.8,0.0,215.1,599.0,87.7,2
97.71,1745.8,0.0041,0.0,5.9,2.0,1.4,0.432,106.5,6360.0,56.7,0
96.38,1953.0,0.0148,0.0,-2.5,2.5,-0.8,0.0,52.0,7049.0,41.7,0
100.0,2165.0,0.0,0.0,8.9,-1.5,-1.0,0.774,156.1,5559.0,52.2,0
74.86,1015.6,0.0243,0.182,13.6,6.6,-6.0,0.518,276.9,10693.0,67.8,2
55.05,1022.7,0.0116,0.033,26.1,12.6,-9.1,1.001,171.3,13869.0,77.2,2
78.12,1442.8,0.0094,0.085,16.8,10.3,-4.1,0.442,131.1,10027.0,88.8,1
86.93,1611.8,0.0033,0.059,17.9,3.4,-3.9,1.042,112.3,7781.0,72.7,1
70.44,1234.0,0.0294,0.113,17.7,14.4,-5.1,0.0,174.9,12430.0,48.3,1
55.67,1120.3,0.0163,0.273,22.6,13.6,-11.7,0.534,205.3,7465.0,45.6,1
43.56,926.9,0.0215,0.014,22.5,13.7,-9.3,2.243,266.5,4430.0,65.5,2
49.21,787.7,0.0314,0.044,29.9,11.9,-8.5,0.619,136.9,4733.0,47.8,2
89.71,1862.0,0.0017,0.038,0.8,1.8,-2.4,0.0,69.1,7828.0,51.8,0
48.31,995.1,0.0082,0.211,30.0,17.4,-8.0,0.531,186.9,3513.0,62.3,2
32.15,369.2,0.0208,0.169,44.1,27.6,-13.2,1.036,33.8,1429.0,67.2,2
60.46,1132.6,0.0061,0.256,20.2,8.6,-5.8,0.995,163.7,2287.0,49.7,1
36.97,514.4,0.0159,0.116,36.4,22.2,-10.6,1.68,152.2,1316.0,83.3,2
100.0,1823.0,0.0238,0.0,-4.2,2.1,2.5,0.0,159.6,13578.0,70.7,0
78.8,1272.9,0.02,0.056,9.6,6.4,-7.8,0.15,251.8,6636.0,85.2,1
100.0,2068.1,0.0109,0.0,-2.3,-0.7,-1.6,0.0,210.6,8207.0,66.9,0
33.09,639.5,0.0098,0.146,33.5,21.0,-11.4,1.546,220.0,2423.0,75.2,2
72.33,1230.4,0.0675,0.026,12.1,4.9,-4.1,1.29,143.3,2622.0,41.7,1
70.85,1137.3,0.0041,0.014,21.1,8.0,-6.5,0.102,113.6,8102.0,95.4,2
100.0,2086.0,0.0414,0.0,-1.6,1.4,-1.7,0.583,89.2,4848.0,75.5,1
100.0,1834.2,0.0065,0.0,7.5,2.9,-0.6,0.003,275.0,1432.0,82.7,1
33.73,429.6,0.0134,0.064,39.6,19.4,-11.5,1.045,237.3,4018.0,75.4,2
58.26,1081.1,0.0082,0.256,19.5,12.0,-7.3,0.968,71.2,7782.0,68.8,2
75.52,1326.3,0.0171,0.012,13.8,10.0,-4.6,0.812,165.8,12840.0,82.6,1
100.0,1942.7,0.0022,0.0,-0.5,0.7,2.1,0.0,216.4,6526.0,64.9,0
55.28,980.0,0.0278,0.064,23.5,12.9,-8.4,1.826,86.0,7857.0,56.8,1
65.57,1101.2,0.0154,0.065,23.2,10.6,-6.9,1.374,289.7,10603.0,99.7,2
66.76,1352.6,0.0012,0.037,14.5,6.4,-4.9,0.0,64.4,10491.0,69.1,2
73.41,1434.4,0.0218,0.015,23.9,6.9,-3.2,0.0,179.1,12538.0,56.8,1
96.76,1853.4,0.0061,0.0,4.5,-1.5,-1.8,0.644,195.9,11193.0,85.1,1
60.63,1237.9,0.0275,0.117,25.4,11.5,-5.1,0.832,60.6,8513.0,51.1,1
57.0,1096.0,0.0229,0.404,20.6,17.0,-7.3,0.57,89.0,13091.0,76.2,2
73.67,1383.0,0.0228,0.043,5.3,8.2,-0.8,0.6,76.4,5765.0,92.1,2
91.28,1475.3,0.008,0.0,2.0,3.7,1.1,0.744,260.7,312.0,51.7,0
96.0,1458.9,0.0157,0.0,3.7,-2.2,-2.8,0.053,38.2,6978.0,97.4,1
82.21,1330.5,0.0241,0.079,11.8,6.3,-7.4,0.052,144.2,12233.0,87.6,1
100.0,1794.2,0.022,0.0,2.0,-1.1,-1.5,1.061,219.0,110.0,61.3,0
49.9,1153.7,0.0247,0.012,19.4,8.9,-8.4,0.848,193.3,1265.0,43.9,2
100.0,1748.5,0.0011,0.0,4.4,3.4,-0.7,0.017,157.4,10708.0,99.8,1
76.4,1651.1,0.0386,0.148,21.6,5.9,-1.0,0.861,170.5,11971.0,55.5,0
92.56,1745.6,0.0074,0.0,0.7,4.9,1.0,0.538,197.0,884.0,52.1,0
97.99,1804.6,0.0005,0.0,0.7,2.5,-0.3,0.0,48.3,7111.0,90.4,1
79.19,1468.5,0.0163,0.042,18.8,5.4,-4.6,0.761,227.2,14245.0,86.0,1
27.88,725.3,0.0151,0.075,41.1,25.0,-13.9,2.237,216.7,14283.0,58.8,2
90.28,1856.6,0.0159,0.0,-1.0,-0.3,-1.0,1.165,189.0,2199.0,65.9,0
72.82,1235.0,0.0031,0.092,2.3,10.5,-5.8,0.474,82.7,13444.0,41.6,1
76.09,1452.4,0.011,0.174,8.8,11.0,-4.2,0.823,224.4,8730.0,52.1,0
74.35,1249.7,0.0033,0.039,11.1,7.7,-4.6,0.771,240.1,11970.0,84.8,2
89.79,1623.8,0.0417,0.098,6.8,3.0,-1.9,0.562,130.2,784.0,84.5,1
58.52,1073.5,0.01,0.004,18.1,11.1,-5.4,1.273,78.7,9204.0,53.7,1
44.24,1102.1,0.0136,0.091,26.4,17.2,-11.0,1.408,254.5,5580.0,74.6,2
77.57,1299.2,0.0157,0.004,7.9,-0.0,-3.2,0.82,276.2,1645.0,67.5,0
36.06,443.7,0.0375,0.086,33.4,17.8,-7.6,1.775,172.6,5014.0,48.9,2
14.41,453.1,0.0353,0.037,46.4,27.9,-18.5,1.845,70.9,2483.0,79.5,2
13.92,0.0,0.056,0.343,40.7,31.7,-14.9,2.389,174.8,3568.0,89.7,3
71.5,1409.2,0.0159,0.006,22.1,5.3,-7.0,0.132,60.3,4326.0,72.0,2
49.58,639.1,0.0036,0.104,24.3,19.8,-9.2,1.896,238.1,283.0,67.3,2
29.07,809.0,0.0036,0.135,35.3,20.8,-14.5,2.391,189.0,7736.0,92.6,2
100.0,1953.1,0.0221,0.0,-3.5,-3.0,1.5,0.085,141.7,11601.0,91.0,1
78.41,1080.2,0.0252,0.082,12.8,12.2,-2.2,0.328,115.6,9810.0,68.9,0
89.99,1188.2,0.0127,0.301,6.0,-0.2,-1.0,0.26,297.2,7402.0,61.3,0
72.59,1037.8,0.001,0.013,27.4,6.4,-5.5,0.397,212.5,3756.0,84.8,2
100.0,1676.6,0.0358,0.0,2.7,-0.0,-0.6,1.213,73.3,9909.0,85.3,1
100.0,1977.4,0.0034,0.0,2.6,0.8,-1.0,0.379,259.1,2860.0,89.3,1
92.93,1718.6,0.0029,0.0,12.4,-1.0,-0.4,0.017,211.4,11536.0,70.3,0
50.91,981.0,0.0532,0.066,16.2,15.4,-9.8,0.483,294.1,6519.0,50.9,1
58.97,1381.8,0.0117,0.109,18.0,14.1,-7.9,0.941,261.4,3267.0,46.4,1
100.0,1961.8,0.0186,0.0,-1.4,-5.2,-2.1,0.159,178.3,6699.0,70.7,0
44.38,751.6,0.0227,0.008,37.7,19.4,-9.4,2.288,101.6,4094.0,66.8,2
52.56,1006.3,0.0047,0.084,16.8,11.3,-7.4,1.197,84.2,14.0,68.4,2
84.1,1350.0,0.036,0.014,5.3,5.8,0.7,1.209,63.6,6251.0,92.2,1
42.29,890.1,0.0091,0.006,30.6,18.8,-10.2,0.0,186.4,6128.0,88.7,2
53.05,1044.1,0.0216,0.034,27.4,15.4,-6.4,1.355,65.7,1163.0,92.5,2
100.0,1729.4,0.0071,0.0,0.7,3.9,-0.6,0.234,157.3,3668.0,83.6,1
66.25,1362.2,0.0009,0.003,22.3,12.7,-6.8,1.009,293.9,6665.0,60.5,1
81.32,1453.0,0.0156,0.032,11.2,2.4,-0.8,0.0,82.3,5171.0,75.4,1
67.32,1078.5,0.0275,0.042,3.9,6.8,-0.4,1.112,247.2,3889.0,76.3,2
100.0,2167.9,0.0489,0.0,-2.7,2.4,-1.4,0.0,43.4,1968.0,78.3,1
44.67,866.6,0.0167,0.045,25.2,15.2,-11.2,2.143,196.6,13033.0,46.6,2
78.73,1250.1,0.0138,0.064,12.5,5.7,-5.7,1.028,47.6,13982.0,70.1,0
77.49,1221.2,0.0002,0.017,7.7,1.9,-4.8,0.846,221.5,9661.0,63.8,0
100.0,1959.0,0.0208,0.0,-3.9,-7.7,-0.9,0.279,113.3,14965.0,95.0,1
91.46,1806.1,0.0093,0.0,-0.8,7.4,-1.3,0.0,34.5,4113.0,97.3,1
41.51,447.0,0.0302,0.038,37.7,18.4,-10.0,1.091,86.4,691.0,67.8,2
77.18,1605.1,0.0042,0.111,10.1,1.4,-3.6,0.933,167.1,14109.0,65.7,0
55.8,1114.7,0.0292,0.079,29.9,10.6,-9.1,1.923,220.1,6169.0,64.1,1
84.64,974.5,0.024,0.401,6.7,5.3,-0.5,0.223,119.7,12398.0,44.4,0
75.32,1297.4,0.0144,0.192,11.6,7.4,-6.0,1.067,111.4,2068.0,79.4,1
76.64,1358.6,0.0114,0.061,14.1,9.3,-6.7,0.059,155.0,9454.0,41.4,0
95.16,1426.9,0.0497,0.0,-0.4,2.0,0.8,0.0,94.2,6638.0,78.1,1
89.03,1923.9,0.0223,0.029,-1.5,8.1,-1.6,0.0,213.7,5813.0,61.8,0
100.0,1630.0,0.0107,0.0,-0.4,0.1,-0.7,0.614,105.7,6632.0,56.1,0
33.3,335.6,0.0294,0.006,39.6,14.8,-18.2,2.034,107.9,2698.0,92.7,2
90.51,1798.3,0.0418,0.0,3.1,2.9,-0.6,0.23,134.6,14118.0,59.4,0
100.0,1679.1,0.0089,0.0,-0.3,0.2,-0.8,0.0,158.1,5120.0,53.0,0
100.0,1770.5,0.0039,0.0,-6.9,-1.4,-1.3,0.735,200.4,2306.0,61.8,0
66.42,1146.5,0.0173,0.134,11.9,4.2,-8.2,0.434,173.5,12010.0,75.7,2
49.46,1130.4,0.0012,0.027,22.8,10.6,-11.4,1.242,93.9,12880.0,54.6,2
57.87,1046.6,0.0052,0.019,33.4,7.4,-8.1,1.659,130.0,4774.0,41.9,1
73.3,1000.2,0.0182,0.009,17.2,5.4,-4.6,0.218,86.2,12178.0,94.8,2
44.37,834.8,0.0056,0.267,25.4,15.4,-8.1,1.68,278.2,1546.0,40.4,2
88.16,1461.2,0.0012,0.076,4.8,4.2,1.1,0.21,196.1,3272.0,79.8,1
46.94,678.1,0.0053,0.24,32.3,19.7,-8.9,1.104,93.4,7977.0,52.3,2
85.49,1960.0,0.018,0.01,3.2,2.8,-2.8,0.0,256.8,13187.0,77.8,1
100.0,1820.5,0.0036,0.0,-0.3,0.8,1.9,0.0,42.5,7872.0,76.9,1
37.54,900.3,0.0076,0.017,41.8,21.9,-9.9,1.106,115.4,5969.0,54.7,2
59.95,1130.5,0.0642,0.01,17.3,13.1,-8.3,0.869,62.5,12252.0,56.5,1
100.0,1870.9,0.0222,0.0,4.2,3.4,-1.7,0.0,278.9,7694.0,77.4,1
82.4,1058.2,0.0142,0.028,6.4,7.2,-2.7,0.196,295.8,3350.0,69.3,0
46.72,774.5,0.0021,0.069,22.2,19.0,-15.1,1.109,141.7,11759.0,65.0,2
100.0,1657.5,0.0185,0.0,1.0,-5.1,3.8,0.0,216.1,9652.0,89.7,1
65.16,1338.4,0.0099,0.122,16.3,8.4,-5.4,1.41,74.5,4321.0,70.6,2
53.22,906.3,0.0185,0.044,27.9,14.7,-11.6,0.344,237.0,807.0,70.4,2
100.0,1545.8,0.0232,0.0,8.4,1.1,-0.8,0.0,277.5,14649.0,58.0,0
56.7,1239.3,0.0141,0.123,21.7,5.1,-8.0,0.998,257.5,9322.0,73.8,2
100.0,2050.4,0.0002,0.0,5.1,-4.4,1.4,0.0,207.8,1319.0,68.4,0
55.27,1070.1,0.0127,0.216,31.5,16.1,-10.1,1.117,297.6,14093.0,47.5,1
100.0,1653.9,0.0002,0.0,-0.1,-0.8,-0.8,0.036,256.0,703.0,50.5,0
50.71,869.1,0.0075,0.181,16.5,17.5,-10.2,1.842,30.9,10108.0,43.3,1
71.68,1538.0,0.0456,0.159,15.9,11.0,-6.5,0.216,212.2,13205.0,98.5,2
100.0,2060.9,0.0035,0.0,-3.7,-4.3,4.1,0.152,75.9,296.0,43.1,0
95.28,1664.4,0.0043,0.0,14.2,-1.4,-2.9,0.0,139.3,6731.0,62.5,0
81.1,1296.4,0.001,0.108,9.1,7.5,-3.8,0.355,159.7,6634.0,48.3,0
97.56,1916.8,0.0137,0.0,-2.2,2.7,-0.1,0.0,199.3,2762.0,46.5,0
100.0,1896.0,0.0183,0.0,1.3,0.2,-1.9,0.006,206.3,7641.0,52.1,0
70.3,1348.1,0.0068,0.038,18.7,8.4,-11.1,0.5,266.5,9031.0,65.4,2
100.0,1647.9,0.0044,0.0,-6.5,4.9,-0.2,0.023,118.5,13048.0,95.0,1
60.58,1189.5,0.0089,0.255,21.4,7.4,-3.9,1.074,185.9,10795.0,50.7,1
47.02,1049.6,0.0216,0.224,28.7,14.6,-11.5,2.354,179.8,4607.0,76.5,2
27.78,366.8,0.0091,0.003,39.4,30.7,-15.2,1.92,100.8,1388.0,73.2,2
83.31,1290.5,0.0216,0.008,10.8,6.7,-0.2,0.886,144.9,3764.0,60.8,0
73.41,1371.9,0.0157,0.597,8.7,3.0,-5.3,0.0,201.2,12957.0,42.5,1
91.39,1793.1,0.02,0.0,2.5,4.2,-3.0,0.0,96.6,2412.0,61.5,0
100.0,1404.5,0.0161,0.0,2.0,3.0,0.8,0.024,264.6,8736.0,57.9,0
100.0,1482.7,0.038,0.0,10.2,-1.9,-0.5,0.0,207.6,9764.0,94.3,1
100.0,1660.2,0.0326,0.0,4.1,3.2,0.3,1.621,68.4,13503.0,93.1,1
77.09,1672.9,0.0148,0.103,16.5,3.1,-3.1,0.0,191.3,9753.0,80.9,1
100.0,1899.4,0.0332,0.0,-4.9,-0.3,-3.0,0.0,94.3,11687.0,45.2,0
100.0,1676.1,0.001,0.0,-3.3,-5.5,0.2,0.0,147.1,6175.0,58.7,0
91.49,1447.8,0.0312,0.0,6.2,3.7,-3.4,0.0,179.2,10940.0,61.3,0
53.08,1023.2,0.0147,0.041,33.1,11.9,-8.5,1.483,226.4,7028.0,41.9,1
100.0,2038.3,0.0032,0.0,9.0,0.4,-0.6,0.675,204.4,14260.0,89.0,1
94.76,1670.2,0.0056,0.0,8.2,3.8,1.7,0.0,54.8,12450.0,52.3,0
60.35,918.3,0.0001,0.073,31.9,9.5,-6.1,1.271,103.0,12400.0,61.1,1
100.0,2020.5,0.0089,0.0,4.0,2.7,0.6,0.566,78.1,9689.0,51.5,0
19.45,334.1,0.0018,0.15,51.5,25.7,-14.6,1.731,245.0,2121.0,71.1,2
74.01,1331.3,0.0016,0.195,14.0,6.5,-4.9,0.399,151.8,8596.0,99.9,2
88.75,1996.5,0.0247,0.286,6.2,8.7,-0.5,0.435,141.3,11188.0,58.8,0
100.0,1797.4,0.0639,0.0,6.9,-0.9,-0.5,0.496,98.8,2568.0,70.4,2
91.38,1950.4,0.004,0.0,-1.5,1.8,-3.4,0.082,189.7,1517.0,72.2,1
60.83,929.2,0.0058,0.18,23.7,15.3,-10.6,1.574,184.0,6655.0,55.0,1
80.15,1489.9,0.0039,0.172,11.1,2.7,-2.6,0.885,170.1,5201.0,90.4,1
100.0,1471.4,0.0421,0.0,4.8,-0.8,-2.4,0.471,192.0,8260.0,57.4,0
100.0,1674.7,0.0208,0.0,0.5,3.0,4.6,0.0,77.5,9931.0,92.7,1
51.84,798.3,0.0086,0.498,28.1,15.9,-8.7,0.539,77.2,13991.0,54.8,1
58.77,737.4,0.0377,0.086,23.5,11.8,-9.2,1.91,118.0,1922.0,98.9,2
24.32,692.7,0.0095,0.101,44.4,22.2,-15.7,1.822,286.7,8530.0,57.7,2
100.0,1874.4,0.0026,0.0,-1.5,-1.4,0.9,0.0,277.1,6206.0,74.5,1
99.06,1960.5,0.0207,0.0,3.9,-1.3,-0.1,0.732,45.5,8969.0,65.7,0
58.88,862.7,0.0091,0.054,10.8,11.7,-8.5,1.42,148.9,12534.0,76.3,2
100.0,1646.3,0.0194,0.0,-11.1,-3.3,-1.5,0.037,237.6,885.0,58.2,0
85.13,1617.5,0.0293,0.048,0.5,2.6,-3.5,0.17,222.1,722.0,73.8,1
50.37,1042.4,0.0041,0.241,31.5,14.4,-11.8,1.468,268.5,6674.0,75.4,2
58.43,1173.7,0.0032,0.26,24.7,9.0,-9.3,0.0,34.2,7926.0,47.8,1
91.13,1760.8,0.0584,0.0,4.6,7.7,1.8,0.715,127.7,8237.0,71.0,2
75.26,1466.8,0.0027,0.172,14.4,8.2,-3.5,0.329,76.8,8761.0,65.2,0
100.0,1889.5,0.0254,0.0,-3.9,1.5,2.7,0.0,261.0,11242.0,57.5,0
69.69,941.7,0.0034,0.111,16.3,10.3,-6.4,0.335,234.8,8045.0,64.9,1
100.0,1589.0,0.0012,0.0,0.8,-1.7,1.6,0.0,58.1,2974.0,89.6,1
100.0,1878.6,0.0016,0.0,1.6,-0.6,-1.4,0.144,246.1,13223.0,79.0,1
98.99,1857.4,0.0189,0.0,-5.7,-0.3,0.0,0.14,72.1,14284.0,76.8,1
59.51,1361.3,0.034,0.005,21.7,11.8,-7.2,1.249,213.6,1015.0,51.0,1
29.41,432.3,0.0008,0.099,16.9,23.2,-8.9,0.767,194.6,2143.0,69.6,2
79.74,965.3,0.0052,0.068,13.0,7.8,-4.5,0.0,124.9,11194.0,88.1,1
20.36,63.6,0.0065,0.061,44.0,25.1,-17.2,2.379,53.7,14933.0,99.7,2
21.51,320.7,0.0411,0.012,45.1,24.3,-14.7,2.105,251.4,10361.0,47.9,2
74.41,1210.1,0.0019,0.111,16.0,7.8,-5.2,0.476,193.4,11404.0,73.9,2
86.95,1735.0,0.0026,0.12,5.3,1.3,-4.3,0.0,213.3,10748.0,71.4,0
53.12,1318.4,0.0159,0.296,33.0,16.0,-4.0,1.296,77.0,5493.0,49.5,1
71.64,1518.5,0.0008,0.068,10.6,9.2,-3.1,0.924,178.4,1446.0,92.4,2
0.0,76.6,0.0007,0.054,52.7,33.1,-17.1,2.576,270.1,14120.0,53.2,2
84.54,1560.8,0.0125,0.097,14.2,0.6,-7.1,0.403,179.7,3787.0,76.1,1
24.25,526.9,0.0066,0.076,47.3,25.0,-11.4,2.186,82.7,9557.0,57.4,2
25.44,157.7,0.0007,0.02,43.0,23.3,-11.2,2.438,114.1,3352.0,87.1,2
74.35,1402.7,0.0022,0.176,16.9,5.9,-0.8,0.467,188.9,7766.0,90.8,2
76.85,1413.2,0.0036,0.034,12.5,10.3,0.9,0.737,67.4,11967.0,67.9,0
62.02,1060.8,0.0792,0.049,18.3,11.2,-3.3,1.217,103.6,3962.0,75.7,2
100.0,1805.6,0.0006,0.0,5.6,-3.0,0.8,1.136,181.6,2540.0,89.2,1
65.9,907.4,0.0408,0.066,17.2,9.1,-8.1,0.778,179.2,3597.0,63.6,1
93.99,1806.4,0.0166,0.0,7.2,0.6,-0.5,0.016,45.4,10011.0,62.1,0
40.12,751.4,0.002,0.077,35.5,20.9,-5.7,1.301,177.4,1129.0,80.1,2
86.07,1387.0,0.0391,0.086,7.5,-0.1,-3.7,0.208,107.3,9313.0,88.0,1
100.0,1992.4,0.0138,0.0,2.8,-0.1,2.0,0.537,165.2,8088.0,89.6,1
71.75,1447.5,0.0065,0.112,22.1,12.1,-2.7,0.188,59.2,10317.0,97.8,2
61.77,782.1,0.0092,0.162,23.3,17.5,-6.5,2.18,62.1,8538.0,49.4,1
100.0,1699.6,0.0369,0.0,6.4,3.5,2.3,0.0,32.7,9392.0,47.2,0
100.0,1873.6,0.0012,0.0,4.5,-0.7,1.7,0.853,65.9,13176.0,90.3,1
80.77,1410.5,0.0028,0.075,12.7,7.1,-3.4,0.317,63.6,310.0,99.6,1
84.06,1856.8,0.0263,0.105,4.4,6.9,-0.1,1.211,299.1,7930.0,63.3,0
95.84,1787.9,0.0298,0.0,3.0,2.6,-1.3,0.0,37.5,573.0,48.1,0
